species,subject,time,hemisphere,gm_or_wm,sulcus,index_number,x,y,z
macaque,1,12months,rh,wh,pr,2,-12.83298110961914,-44.973148345947266,6.610352039337158
macaque,1,12months,rh,wh,pr,3,-14.59951114654541,-39.38096237182617,8.599043846130371
macaque,1,12months,rh,wh,pr,4,-17.648313522338867,-31.79719352722168,10.799930572509766
macaque,1,12months,rh,wh,pr,5,-20.395719528198242,-27.15131187438965,12.925426483154297
macaque,1,12months,rh,wh,pr,6,-24.5921688079834,-23.554800033569336,15.672070503234863
macaque,1,12months,rh,wh,pr,7,-27.539865493774414,-21.52080535888672,17.60542106628418
macaque,1,12months,rh,wh,st,1,-25.651765823364258,-12.192174911499023,-23.667217254638672
macaque,1,12months,rh,wh,st,2,-26.554000854492188,-6.8421311378479,-20.523283004760742
macaque,1,12months,rh,wh,st,3,-27.69635009765625,0.03905949369072914,-17.73431396484375
macaque,1,12months,rh,wh,st,4,-29.19721221923828,6.256869316101074,-13.3917236328125
macaque,1,12months,rh,wh,st,5,-29.574697494506836,11.408787727355957,-8.24216365814209
macaque,1,12months,rh,wh,st,6,-28.234445571899414,16.103628158569336,-2.3740293979644775
macaque,1,12months,rh,wh,st,7,-25.559207916259766,21.6715030670166,3.812209367752075
macaque,1,12months,rh,wh,st,8,-22.88713836669922,25.262981414794922,7.868471145629883
macaque,1,12months,rh,wh,st,9,-18.539302825927734,28.636564254760742,11.428807258605957
macaque,1,12months,rh,wh,st,10,-18.626447677612305,33.89568328857422,17.29541015625
macaque,1,12months,rh,wh,st,11,-18.68462371826172,39.05109405517578,22.997365951538086
macaque,1,28months,lh,pi,arc,1,16.064781188964844,-45.441993713378906,21.852001190185547
macaque,1,28months,lh,pi,arc,2,18.946823120117188,-40.3616828918457,23.754364013671875
macaque,1,28months,lh,pi,arc,3,22.754249572753906,-36.56501007080078,24.203704833984375
macaque,1,28months,lh,pi,arc,4,26.89164924621582,-33.755470275878906,23.43471908569336
macaque,1,28months,lh,pi,arc,5,31.632713317871094,-34.06251525878906,20.078779220581055
macaque,1,28months,lh,pi,arc,6,34.598777770996094,-36.23355484008789,13.263813018798828
macaque,1,28months,lh,pi,arc,7,34.81622314453125,-39.259986877441406,7.117058277130127
macaque,1,28months,lh,pi,arc,8,36.57373046875,-40.281715393066406,1.8138562440872192
macaque,1,28months,lh,pi,arc,9,37.40266418457031,-40.418331146240234,-4.3906168937683105
macaque,1,28months,lh,pi,cb,1,5.382177352905273,55.15586471557617,3.4042985439300537
macaque,1,28months,lh,pi,cb,2,15.62993335723877,53.23844909667969,1.379076361656189
macaque,1,28months,lh,pi,cb,3,30.24885368347168,47.2498779296875,-4.041332721710205
macaque,1,28months,lh,pi,cb,4,37.73433303833008,38.851905822753906,-6.644038677215576
macaque,1,28months,lh,pi,cb,5,36.86946105957031,31.23445701599121,-10.253005981445312
macaque,1,28months,lh,pi,cb,6,29.955442428588867,25.802637100219727,-12.922038078308105
macaque,1,28months,lh,pi,cb,7,25.163148880004883,23.699989318847656,-16.524139404296875
macaque,1,28months,lh,pi,cb,8,20.45012664794922,22.4070987701416,-22.10103988647461
macaque,1,28months,lh,pi,cb,9,16.507123947143555,24.468223571777344,-22.350521087646484
macaque,1,28months,lh,pi,cb,10,12.313680648803711,26.451467514038086,-26.81295394897461
macaque,1,28months,lh,pi,ce,1,6.090962886810303,-5.068447589874268,45.057212829589844
macaque,1,28months,lh,pi,ce,2,9.364572525024414,-7.691191673278809,43.569576263427734
macaque,1,28months,lh,pi,ce,3,13.90431022644043,-11.646655082702637,41.20419692993164
macaque,1,28months,lh,pi,ce,4,19.15875244140625,-13.754840850830078,39.23160171508789
macaque,1,28months,lh,pi,ce,5,25.419498443603516,-17.131669998168945,36.1969108581543
macaque,1,28months,lh,pi,ce,6,29.41107749938965,-19.77554702758789,32.84215545654297
macaque,1,28months,lh,pi,ce,7,33.69833755493164,-24.1544132232666,26.887697219848633
macaque,1,28months,lh,pi,ce,8,39.413734436035156,-23.860626220703125,20.52788734436035
macaque,1,28months,lh,pi,ce,9,44.252925872802734,-21.002431869506836,14.327913284301758
macaque,1,28months,lh,pi,di,1,6.543089389801025,-37.44207000732422,30.58128547668457
macaque,1,28months,lh,pi,di,2,9.103272438049316,-32.81964111328125,32.18756866455078
macaque,1,28months,lh,pi,di,3,12.449125289916992,-27.915300369262695,32.95062255859375
macaque,1,28months,lh,pi,di,4,13.27459716796875,-22.967166900634766,35.11778259277344
macaque,1,28months,lh,pi,di,5,14.577499389648438,-19.871103286743164,38.78280258178711
macaque,1,28months,lh,pi,di,6,15.084793090820312,-14.861455917358398,41.23272705078125
macaque,1,28months,lh,pi,io,1,50.35222625732422,12.444039344787598,14.393959045410156
macaque,1,28months,lh,pi,io,2,50.395626068115234,16.39301300048828,8.934887886047363
macaque,1,28months,lh,pi,io,3,49.24629592895508,21.66876220703125,4.986882209777832
macaque,1,28months,lh,pi,io,4,48.0988655090332,25.49342918395996,3.73093581199646
macaque,1,28months,lh,pi,io,5,47.20281982421875,30.165468215942383,2.6523563861846924
macaque,1,28months,lh,pi,io,6,45.41463088989258,35.837100982666016,2.4382951259613037
macaque,1,28months,lh,pi,io,7,42.32499313354492,40.44225311279297,4.253303050994873
macaque,1,28months,lh,pi,ip,1,36.76479721069336,-16.804197311401367,29.86983299255371
macaque,1,28months,lh,pi,ip,2,37.33367156982422,-12.779372215270996,30.582509994506836
macaque,1,28months,lh,pi,ip,3,35.647216796875,-8.881376266479492,33.675994873046875
macaque,1,28months,lh,pi,ip,4,31.800657272338867,-5.333276271820068,37.31394577026367
macaque,1,28months,lh,pi,ip,5,27.140277862548828,-0.8459347486495972,40.559059143066406
macaque,1,28months,lh,pi,ip,6,22.78779411315918,4.036339282989502,42.97282791137695
macaque,1,28months,lh,pi,ip,7,19.462158203125,9.378151893615723,45.210628509521484
macaque,1,28months,lh,pi,ip,8,15.780669212341309,15.97701644897461,46.69340515136719
macaque,1,28months,lh,pi,ip,9,11.94421672821045,22.850440979003906,45.78227996826172
macaque,1,28months,lh,pi,ip,10,10.809412956237793,27.075756072998047,44.853599548339844
macaque,1,28months,lh,pi,la,1,6.683499336242676,-16.202449798583984,-16.11044692993164
macaque,1,28months,lh,pi,la,2,14.318788528442383,-20.89862632751465,-17.84686279296875
macaque,1,28months,lh,pi,la,3,21.581966400146484,-27.282684326171875,-18.912933349609375
macaque,1,28months,lh,pi,la,4,30.754425048828125,-31.824007034301758,-17.537935256958008
macaque,1,28months,lh,pi,la,5,37.506446838378906,-31.20344352722168,-15.260899543762207
macaque,1,28months,lh,pi,la,6,43.57346725463867,-28.72894287109375,-10.764303207397461
macaque,1,28months,lh,pi,la,7,44.161251068115234,-26.2200927734375,-5.700639247894287
macaque,1,28months,lh,pi,la,8,47.12299728393555,-17.362398147583008,1.823674201965332
macaque,1,28months,lh,pi,la,9,49.39711380004883,-13.174912452697754,7.037574768066406
macaque,1,28months,lh,pi,la,10,47.19277572631836,-9.160211563110352,14.301349639892578
macaque,1,28months,lh,pi,la,11,43.58780288696289,-4.953042984008789,22.92840576171875
macaque,1,28months,lh,pi,la,12,40.710941314697266,1.4489269256591797,30.23875617980957
macaque,1,28months,lh,pi,la,13,38.307823181152344,9.268888473510742,32.98134994506836
macaque,1,28months,lh,pi,la,14,36.486080169677734,14.371274948120117,36.406734466552734
macaque,1,28months,lh,pi,lu,1,51.29864501953125,22.043256759643555,15.610876083374023
macaque,1,28months,lh,pi,lu,2,48.079383850097656,20.930721282958984,21.5017147064209
macaque,1,28months,lh,pi,lu,3,43.55275344848633,21.555021286010742,27.804109573364258
macaque,1,28months,lh,pi,lu,4,39.15880584716797,23.730607986450195,33.661991119384766
macaque,1,28months,lh,pi,lu,5,34.57175827026367,25.022096633911133,39.21424865722656
macaque,1,28months,lh,pi,lu,6,28.981592178344727,26.895002365112305,41.36056137084961
macaque,1,28months,lh,pi,lu,7,23.403364181518555,28.705774307250977,44.33653259277344
macaque,1,28months,lh,pi,lu,8,16.247220993041992,28.342782974243164,45.94172286987305
macaque,1,28months,lh,pi,lu,9,11.157552719116211,26.87029457092285,44.80238723754883
macaque,1,28months,lh,pi,of,1,4.369594097137451,-59.85966873168945,-13.893630981445312
macaque,1,28months,lh,pi,of,2,5.300623416900635,-55.18980407714844,-13.051766395568848
macaque,1,28months,lh,pi,of,3,8.172308921813965,-48.06257247924805,-10.111899375915527
macaque,1,28months,lh,pi,of,4,9.900191307067871,-42.646812438964844,-10.516374588012695
macaque,1,28months,lh,pi,of,5,10.06125259399414,-39.57866287231445,-11.50688648223877
macaque,1,28months,lh,pi,po,4,0.7492990493774414,30.253719329833984,42.92476272583008
macaque,1,28months,lh,pi,po,5,5.74252462387085,28.745311737060547,44.79914093017578
macaque,1,28months,lh,pi,po,6,10.293386459350586,27.3792667388916,44.929386138916016
macaque,1,28months,lh,pi,po,7,13.08042049407959,26.47890281677246,44.6428337097168
macaque,1,28months,lh,pi,pr,1,7.732814788818359,-66.78789520263672,-5.48065710067749
macaque,1,28months,lh,pi,pr,2,14.436002731323242,-65.31278228759766,0.9095684885978699
macaque,1,28months,lh,pi,pr,3,19.345033645629883,-59.601341247558594,5.128912925720215
macaque,1,28months,lh,pi,pr,4,23.43933868408203,-53.926334381103516,8.951751708984375
macaque,1,28months,lh,pi,pr,5,27.061737060546875,-48.463321685791016,11.714998245239258
macaque,1,28months,lh,pi,pr,6,27.943775177001953,-41.10948944091797,17.018375396728516
macaque,1,28months,lh,pi,st,1,31.372602462768555,-25.58840560913086,-31.59990692138672
macaque,1,28months,lh,pi,st,2,32.973270416259766,-22.672136306762695,-29.99185562133789
macaque,1,28months,lh,pi,st,3,38.98474884033203,-19.185317993164062,-24.56858253479004
macaque,1,28months,lh,pi,st,4,44.822265625,-15.539802551269531,-16.988780975341797
macaque,1,28months,lh,pi,st,5,47.72862243652344,-9.345549583435059,-9.705842018127441
macaque,1,28months,lh,pi,st,6,49.83076858520508,-3.619866132736206,0.49647295475006104
macaque,1,28months,lh,pi,st,7,50.15908432006836,-0.5065364837646484,7.51350212097168
macaque,1,28months,lh,pi,st,8,49.36127471923828,1.3532404899597168,12.20483684539795
macaque,1,28months,lh,pi,st,9,47.14944076538086,1.9522966146469116,19.412309646606445
macaque,1,28months,lh,pi,st,10,44.809566497802734,6.112515926361084,25.59061622619629
macaque,1,28months,lh,pi,st,11,40.84263610839844,9.494388580322266,30.746755599975586
macaque,1,28months,lh,pi,st,12,36.93376541137695,13.573197364807129,35.782405853271484
macaque,1,28months,lh,pi,st,13,30.27583122253418,14.44748306274414,39.787078857421875
macaque,1,28months,lh,pi,st,14,25.843944549560547,16.360565185546875,42.87892150878906
macaque,1,28months,lh,pi,st,15,20.968589782714844,19.799835205078125,45.14111328125
macaque,1,28months,lh,wh,arc,1,12.916962623596191,-45.949459075927734,18.297426223754883
macaque,1,28months,lh,wh,arc,2,11.984474182128906,-41.56804656982422,15.519378662109375
macaque,1,28months,lh,wh,arc,3,11.63733196258545,-36.096866607666016,14.89306926727295
macaque,1,28months,lh,wh,arc,4,14.605978965759277,-30.18900489807129,16.07904815673828
macaque,1,28months,lh,wh,arc,5,18.460844039916992,-28.162416458129883,14.430329322814941
macaque,1,28months,lh,wh,arc,6,22.896751403808594,-28.00554656982422,9.751999855041504
macaque,1,28months,lh,wh,arc,7,24.47507667541504,-31.5449161529541,6.060423851013184
macaque,1,28months,lh,wh,arc,8,25.75502586364746,-35.531490325927734,1.3493454456329346
macaque,1,28months,lh,wh,arc,9,30.452983856201172,-37.78513717651367,-3.506946086883545
macaque,1,28months,lh,wh,ca,1,24.948400497436523,15.903848648071289,10.805059432983398
macaque,1,28months,lh,wh,ca,2,27.761592864990234,18.67626190185547,12.393132209777832
macaque,1,28months,lh,wh,ca,3,29.455856323242188,19.860353469848633,13.339082717895508
macaque,1,28months,lh,wh,ca,4,31.817609786987305,24.83641815185547,17.773574829101562
macaque,1,28months,lh,wh,ca,5,34.23463439941406,32.31523132324219,20.99790382385254
macaque,1,28months,lh,wh,ca,6,33.460487365722656,36.308109283447266,22.81014060974121
macaque,1,28months,lh,wh,ca,7,29.414199829101562,41.56465148925781,24.136072158813477
macaque,1,28months,lh,wh,ca,8,25.094593048095703,44.98249435424805,23.968910217285156
macaque,1,28months,lh,wh,ca,9,21.460412979125977,47.68125534057617,23.974071502685547
macaque,1,28months,lh,wh,ca,10,18.997129440307617,48.844757080078125,23.89812660217285
macaque,1,28months,lh,wh,ca,11,12.11848258972168,50.88478088378906,23.539371490478516
macaque,1,28months,lh,wh,ca,12,8.8762788772583,50.507080078125,22.314302444458008
macaque,1,28months,lh,wh,ce,1,5.648787975311279,-2.6884922981262207,41.376495361328125
macaque,1,28months,lh,wh,ce,2,8.08739185333252,-3.6446237564086914,37.400978088378906
macaque,1,28months,lh,wh,ce,3,14.17284870147705,-7.543941020965576,31.584924697875977
macaque,1,28months,lh,wh,ce,4,19.44611930847168,-9.356203079223633,26.55689239501953
macaque,1,28months,lh,wh,ce,5,24.319913864135742,-13.597782135009766,22.051408767700195
macaque,1,28months,lh,wh,ce,6,28.923858642578125,-15.590592384338379,17.682209014892578
macaque,1,28months,lh,wh,ce,7,35.39576721191406,-18.67433738708496,15.184030532836914
macaque,1,28months,lh,wh,ce,8,40.57270812988281,-18.142681121826172,10.909797668457031
macaque,1,28months,lh,wh,ci,1,7.751557350158691,10.182104110717773,43.47160339355469
macaque,1,28months,lh,wh,ci,2,10.148690223693848,8.175167083740234,40.9847297668457
macaque,1,28months,lh,wh,ci,3,10.804638862609863,5.593707084655762,35.97677993774414
macaque,1,28months,lh,wh,ci,4,11.235188484191895,2.7124416828155518,31.508310317993164
macaque,1,28months,lh,wh,ci,5,12.056770324707031,-1.0237489938735962,26.978240966796875
macaque,1,28months,lh,wh,ci,6,10.129231452941895,-7.507153034210205,24.684558868408203
macaque,1,28months,lh,wh,ci,7,9.678169250488281,-15.503641128540039,23.794309616088867
macaque,1,28months,lh,wh,ci,8,8.289432525634766,-23.388851165771484,22.219270706176758
macaque,1,28months,lh,wh,ci,9,6.650162220001221,-28.843538284301758,20.18701934814453
macaque,1,28months,lh,wh,ci,10,6.374932289123535,-35.549041748046875,16.492490768432617
macaque,1,28months,lh,wh,ci,11,7.939774036407471,-42.92668914794922,11.345338821411133
macaque,1,28months,lh,wh,ci,12,6.901379585266113,-49.239768981933594,6.414254665374756
macaque,1,28months,lh,wh,ci,13,3.7513673305511475,-54.23436737060547,1.829665184020996
macaque,1,28months,lh,wh,ci,14,1.5094518661499023,-59.14553451538086,-3.205336570739746
macaque,1,28months,lh,wh,co,1,8.61655330657959,13.903889656066895,11.54932689666748
macaque,1,28months,lh,wh,co,2,7.2649617195129395,14.605267524719238,15.16557502746582
macaque,1,28months,lh,wh,co,3,4.928621292114258,12.674962043762207,18.6461238861084
macaque,1,28months,lh,wh,co,4,4.522805690765381,7.077207565307617,18.90603256225586
macaque,1,28months,lh,wh,co,5,2.9526004791259766,-0.3236691653728485,19.430330276489258
macaque,1,28months,lh,wh,co,6,0.8713691234588623,-8.17046070098877,20.115373611450195
macaque,1,28months,lh,wh,co,7,-0.18615148961544037,-16.13075828552246,20.0396728515625
macaque,1,28months,lh,wh,co,8,0.0851672813296318,-24.35042953491211,18.282312393188477
macaque,1,28months,lh,wh,co,9,-0.22073902189731598,-35.97294998168945,11.626718521118164
macaque,1,28months,lh,wh,co,10,0.5420981049537659,-42.79366683959961,6.549900054931641
macaque,1,28months,lh,wh,co,11,0.6250829696655273,-45.2142333984375,4.192022800445557
macaque,1,28months,lh,wh,co,12,0.38602668046951294,-44.011234283447266,0.00334682734683156
macaque,1,28months,lh,wh,co,13,0.8590205311775208,-38.07154083251953,-4.043303489685059
macaque,1,28months,lh,wh,co,14,1.5563207864761353,-34.22380828857422,-4.782918930053711
macaque,1,28months,lh,wh,di,1,12.120138168334961,-29.19051742553711,27.769861221313477
macaque,1,28months,lh,wh,di,2,12.719528198242188,-22.88407325744629,29.72587013244629
macaque,1,28months,lh,wh,di,3,13.500219345092773,-18.6532039642334,33.466949462890625
macaque,1,28months,lh,wh,io,1,46.953887939453125,10.81059455871582,15.612391471862793
macaque,1,28months,lh,wh,io,2,42.99539566040039,14.766653060913086,14.208266258239746
macaque,1,28months,lh,wh,io,3,41.21844482421875,16.72718620300293,13.499862670898438
macaque,1,28months,lh,wh,io,4,37.227928161621094,22.163814544677734,12.75527572631836
macaque,1,28months,lh,wh,io,5,37.28817367553711,26.420162200927734,11.50817584991455
macaque,1,28months,lh,wh,io,6,36.424659729003906,31.382301330566406,10.58989429473877
macaque,1,28months,lh,wh,io,7,35.753990173339844,36.42349624633789,10.678013801574707
macaque,1,28months,lh,wh,io,8,34.925758361816406,39.754737854003906,10.258366584777832
macaque,1,28months,lh,wh,io,9,32.99536895751953,42.9376106262207,9.788999557495117
macaque,1,28months,lh,wh,ip,1,37.54637908935547,-14.760514259338379,25.258337020874023
macaque,1,28months,lh,wh,ip,2,33.21886444091797,-9.30784797668457,23.728721618652344
macaque,1,28months,lh,wh,ip,3,30.150815963745117,-6.311425685882568,25.516822814941406
macaque,1,28months,lh,wh,ip,4,24.412424087524414,-1.58866548538208,25.843889236450195
macaque,1,28months,lh,wh,ip,5,17.681785583496094,4.674399375915527,24.858938217163086
macaque,1,28months,lh,wh,ip,6,12.285189628601074,9.857101440429688,24.55599021911621
macaque,1,28months,lh,wh,ip,7,7.815187931060791,17.106130599975586,25.919313430786133
macaque,1,28months,lh,wh,ip,8,8.56634521484375,23.213565826416016,29.273534774780273
macaque,1,28months,lh,wh,ip,9,9.621702194213867,27.082836151123047,28.487213134765625
macaque,1,28months,lh,wh,ip,10,13.726812362670898,31.015974044799805,36.90595626831055
macaque,1,28months,lh,wh,la,1,3.7273035049438477,-15.842239379882812,-17.931535720825195
macaque,1,28months,lh,wh,la,2,22.001562118530273,-16.13665008544922,-14.897005081176758
macaque,1,28months,lh,wh,la,3,27.57386016845703,-21.20652961730957,-16.953765869140625
macaque,1,28months,lh,wh,la,4,31.995384216308594,-18.047565460205078,-9.143901824951172
macaque,1,28months,lh,wh,la,5,28.818941116333008,-10.871248245239258,-5.060015678405762
macaque,1,28months,lh,wh,la,6,27.730510711669922,-6.2731194496154785,0.2170104682445526
macaque,1,28months,lh,wh,la,7,29.39455795288086,-4.656321048736572,8.149728775024414
macaque,1,28months,lh,wh,la,8,26.9304141998291,-2.5759687423706055,13.77756404876709
macaque,1,28months,lh,wh,la,9,24.375736236572266,2.0918681621551514,20.718603134155273
macaque,1,28months,lh,wh,la,10,26.282512664794922,4.681398868560791,24.152742385864258
macaque,1,28months,lh,wh,la,11,30.700531005859375,7.930273056030273,32.58077621459961
macaque,1,28months,lh,wh,lu,1,47.0843505859375,21.74703598022461,13.226709365844727
macaque,1,28months,lh,wh,lu,2,40.54972839355469,23.477928161621094,16.479337692260742
macaque,1,28months,lh,wh,lu,3,35.73632049560547,25.5108699798584,20.997100830078125
macaque,1,28months,lh,wh,lu,4,32.38975143432617,27.54377555847168,23.39763069152832
macaque,1,28months,lh,wh,lu,5,28.91694450378418,29.73346710205078,25.5589656829834
macaque,1,28months,lh,wh,lu,6,25.343034744262695,32.68827438354492,27.154029846191406
macaque,1,28months,lh,wh,lu,7,21.4727783203125,34.983680725097656,30.696155548095703
macaque,1,28months,lh,wh,lu,8,17.368154525756836,33.155147552490234,35.530540466308594
macaque,1,28months,lh,wh,lu,9,15.165881156921387,31.954397201538086,37.54500198364258
macaque,1,28months,lh,wh,lu,10,13.237526893615723,31.167924880981445,36.80310821533203
macaque,1,28months,lh,wh,of,1,3.9896206855773926,-57.16043472290039,-8.796528816223145
macaque,1,28months,lh,wh,of,2,4.9535417556762695,-52.461875915527344,-7.360018730163574
macaque,1,28months,lh,wh,of,3,6.957034111022949,-47.93939208984375,-5.062464714050293
macaque,1,28months,lh,wh,of,4,8.238945007324219,-42.671932220458984,-5.296290874481201
macaque,1,28months,lh,wh,of,5,8.500088691711426,-37.237586975097656,-9.286930084228516
macaque,1,28months,lh,wh,po,1,7.995488166809082,40.2452278137207,21.09267234802246
macaque,1,28months,lh,wh,po,2,11.3981294631958,40.016361236572266,21.891401290893555
macaque,1,28months,lh,wh,po,3,13.978508949279785,38.70546340942383,22.969120025634766
macaque,1,28months,lh,wh,po,4,14.461583137512207,36.86397171020508,24.316509246826172
macaque,1,28months,lh,wh,po,5,11.115859031677246,35.03470230102539,28.40597915649414
macaque,1,28months,lh,wh,po,6,10.984335899353027,33.2896728515625,33.54362869262695
macaque,1,28months,lh,wh,po,7,11.192703247070312,32.09263610839844,35.93678665161133
macaque,1,28months,lh,wh,po,8,13.059614181518555,31.130895614624023,36.774662017822266
macaque,1,28months,lh,wh,pr,1,7.041705131530762,-57.984886169433594,-3.1811769008636475
macaque,1,28months,lh,wh,pr,2,9.508271217346191,-52.20477294921875,-0.40301045775413513
macaque,1,28months,lh,wh,pr,3,11.36650276184082,-46.93567657470703,3.151766538619995
macaque,1,28months,lh,wh,pr,4,15.28568172454834,-42.283756256103516,5.467534065246582
macaque,1,28months,lh,wh,pr,5,20.29721450805664,-39.40627670288086,9.509710311889648
macaque,1,28months,lh,wh,pr,6,24.608827590942383,-38.58687973022461,13.612252235412598
macaque,1,28months,lh,wh,st,1,28.74418830871582,-15.752771377563477,-23.862686157226562
macaque,1,28months,lh,wh,st,2,30.001279830932617,-12.283973693847656,-19.14417839050293
macaque,1,28months,lh,wh,st,3,32.446990966796875,-4.531718730926514,-12.177132606506348
macaque,1,28months,lh,wh,st,4,32.58620834350586,1.9211843013763428,-3.800553321838379
macaque,1,28months,lh,wh,st,5,31.835575103759766,5.655392169952393,5.5888590812683105
macaque,1,28months,lh,wh,st,6,29.316638946533203,8.837347984313965,10.540251731872559
macaque,1,28months,lh,wh,st,7,26.89734649658203,12.131111145019531,16.29278564453125
macaque,1,28months,lh,wh,st,8,23.550113677978516,13.785578727722168,20.23988914489746
macaque,1,28months,lh,wh,st,9,19.734464645385742,15.017935752868652,22.846284866333008
macaque,1,28months,lh,wh,st,10,18.38250160217285,16.96831703186035,28.84145736694336
macaque,1,28months,lh,wh,st,11,17.20482635498047,18.493492126464844,34.45797348022461
macaque,1,28months,lh,wh,st,12,17.951669692993164,20.1579647064209,38.315303802490234
macaque,1,28months,central,pi,fl,1,-3.733065605163574,-4.426626205444336,43.165428161621094
macaque,1,28months,central,pi,fl,2,-4.501137733459473,-14.452156066894531,39.53557586669922
macaque,1,28months,central,pi,fl,3,-5.342610836029053,-23.737573623657227,36.882164001464844
macaque,1,28months,central,pi,fl,4,-6.1495361328125,-38.3736572265625,29.854103088378906
macaque,1,28months,central,pi,fl,5,-6.693141460418701,-50.66716384887695,21.951406478881836
macaque,1,28months,central,pi,fl,6,-6.309621810913086,-60.350494384765625,8.279077529907227
macaque,1,28months,central,pi,fl,7,-6.549072742462158,-65.39417266845703,1.9135531187057495
macaque,1,28months,central,pi,fl,8,-6.163238048553467,-68.75196075439453,-13.094009399414062
macaque,1,28months,central,pi,fl,9,-5.556835651397705,-66.67498779296875,-18.878171920776367
macaque,1,28months,central,pi,ol,1,4.611481189727783,57.149932861328125,8.511509895324707
macaque,1,28months,central,pi,ol,2,3.715096950531006,57.39137268066406,18.537797927856445
macaque,1,28months,central,pi,ol,3,2.035017728805542,48.61562728881836,31.02307891845703
macaque,1,28months,central,pi,ol,4,-0.038993462920188904,39.20551681518555,38.462921142578125
macaque,1,28months,central,pi,ol,5,-0.8876749873161316,30.377065658569336,42.4813117980957
macaque,1,28months,central,pi,pl,1,-1.1122137308120728,30.335891723632812,42.4688606262207
macaque,1,28months,central,pi,pl,2,-1.8290460109710693,19.339290618896484,44.779014587402344
macaque,1,28months,central,pi,pl,3,-2.841599702835083,4.3897504806518555,44.82099533081055
macaque,1,28months,central,pi,pl,4,-3.9476888179779053,-4.7817606925964355,43.04041290283203
macaque,1,28months,rh,pi,arc,1,-17.94140625,-52.20774459838867,16.126724243164062
macaque,1,28months,rh,pi,arc,2,-23.62120246887207,-48.936946868896484,14.821633338928223
macaque,1,28months,rh,pi,arc,3,-27.867490768432617,-39.11637878417969,18.875688552856445
macaque,1,28months,rh,pi,arc,4,-30.700220108032227,-31.46449089050293,19.931543350219727
macaque,1,28months,rh,pi,arc,5,-34.37884521484375,-27.609081268310547,18.2802677154541
macaque,1,28months,rh,pi,arc,6,-40.108272552490234,-27.63144874572754,10.710844039916992
macaque,1,28months,rh,pi,arc,7,-42.21723937988281,-29.75250816345215,0.9842783212661743
macaque,1,28months,rh,pi,arc,8,-42.70184326171875,-31.306529998779297,-4.561481475830078
macaque,1,28months,rh,pi,arc,9,-43.10617446899414,-30.51372528076172,-12.169393539428711
macaque,1,28months,rh,pi,cb,1,5.214819431304932,55.022090911865234,2.894674062728882
macaque,1,28months,rh,pi,cb,2,-3.8580639362335205,55.05859375,-0.5477787256240845
macaque,1,28months,rh,pi,cb,3,-15.312395095825195,55.41822052001953,-5.636719703674316
macaque,1,28months,rh,pi,cb,4,-25.70155906677246,50.90621566772461,-7.164886474609375
macaque,1,28months,rh,pi,cb,5,-30.639005661010742,46.47600173950195,-11.098055839538574
macaque,1,28months,rh,pi,cb,6,-32.23237228393555,38.31768798828125,-12.183597564697266
macaque,1,28months,rh,pi,cb,7,-27.73817253112793,34.32170867919922,-17.575916290283203
macaque,1,28months,rh,pi,cb,8,-19.823627471923828,28.60843849182129,-19.279869079589844
macaque,1,28months,rh,pi,cb,9,-15.05141544342041,26.528827667236328,-24.602935791015625
macaque,1,28months,rh,pi,cb,10,-10.284280776977539,27.040424346923828,-25.291048049926758
macaque,1,28months,rh,pi,cb,11,-5.756692409515381,27.900087356567383,-27.63062286376953
macaque,1,28months,rh,pi,ce,1,-13.97114086151123,-4.395905017852783,43.185943603515625
macaque,1,28months,rh,pi,ce,2,-17.267871856689453,-5.594003677368164,40.85737991333008
macaque,1,28months,rh,pi,ce,3,-22.045448303222656,-9.307558059692383,37.6002197265625
macaque,1,28months,rh,pi,ce,4,-30.427204132080078,-11.19413948059082,33.07786560058594
macaque,1,28months,rh,pi,ce,5,-37.553985595703125,-13.366714477539062,26.770458221435547
macaque,1,28months,rh,pi,ce,6,-39.773834228515625,-17.540218353271484,21.073335647583008
macaque,1,28months,rh,pi,ce,7,-42.09685516357422,-17.314128875732422,16.06672477722168
macaque,1,28months,rh,pi,ce,8,-46.96628189086914,-14.166987419128418,9.023303031921387
macaque,1,28months,rh,pi,ce,9,-49.64815139770508,-11.575854301452637,4.978658676147461
macaque,1,28months,rh,pi,di,7,-18.825363159179688,-28.905044555664062,30.149457931518555
macaque,1,28months,rh,pi,di,8,-21.697307586669922,-23.146730422973633,31.720775604248047
macaque,1,28months,rh,pi,di,9,-23.54255485534668,-17.430532455444336,33.921653747558594
macaque,1,28months,rh,pi,di,10,-24.71669578552246,-12.46944808959961,36.91765594482422
macaque,1,28months,rh,pi,io,1,-47.84809875488281,23.811166763305664,8.506832122802734
macaque,1,28months,rh,pi,io,2,-46.58438491821289,25.617633819580078,3.4345450401306152
macaque,1,28months,rh,pi,io,3,-45.610652923583984,30.44407081604004,-1.0165972709655762
macaque,1,28months,rh,pi,io,4,-42.32123565673828,35.41675567626953,-2.8289577960968018
macaque,1,28months,rh,pi,io,5,-40.948219299316406,40.07209014892578,-3.1190690994262695
macaque,1,28months,rh,pi,io,6,-39.014625549316406,45.02077102661133,-3.42634916305542
macaque,1,28months,rh,pi,io,7,-36.46366882324219,48.582298278808594,-1.8076878786087036
macaque,1,28months,rh,pi,ip,1,-44.71149826049805,-7.242020130157471,21.168792724609375
macaque,1,28months,rh,pi,ip,2,-43.36155319213867,-3.834078073501587,22.497310638427734
