species,subject,time,hemisphere,gm_or_wm,sulcus,index_number,x,y,z
macaque,30,4months,rh,wh,ci,10,-18.157297134399414,-34.53535079956055,10.395200729370117
macaque,30,4months,rh,wh,ci,11,-19.12445068359375,-42.18747329711914,4.922090530395508
macaque,30,4months,rh,wh,ci,12,-15.940820693969727,-48.45996856689453,1.401033878326416
macaque,30,4months,rh,wh,co,1,-10.495644569396973,15.96221923828125,7.566954612731934
macaque,30,4months,rh,wh,co,2,-11.148425102233887,15.823068618774414,10.490208625793457
macaque,30,4months,rh,wh,co,3,-10.753335952758789,12.02543830871582,13.252913475036621
macaque,30,4months,rh,wh,co,4,-10.343253135681152,6.506695747375488,16.095029830932617
macaque,30,4months,rh,wh,co,5,-10.621864318847656,-1.7171517610549927,16.960073471069336
macaque,30,4months,rh,wh,co,6,-10.232718467712402,-10.333248138427734,16.188432693481445
macaque,30,4months,rh,wh,co,7,-9.960895538330078,-22.264495849609375,13.693095207214355
macaque,30,4months,rh,wh,co,8,-10.41287899017334,-31.059450149536133,9.472766876220703
macaque,30,4months,rh,wh,co,9,-10.683892250061035,-39.13484573364258,4.3370585441589355
macaque,30,4months,rh,wh,co,10,-9.768158912658691,-39.721092224121094,0.26377415657043457
macaque,30,4months,rh,wh,co,11,-8.997191429138184,-37.01068115234375,-2.6281538009643555
macaque,30,4months,rh,wh,co,12,-7.522149085998535,-30.55182647705078,-2.2961790561676025
macaque,30,4months,rh,wh,di,1,-22.197689056396484,-21.259862899780273,25.974573135375977
macaque,30,4months,rh,wh,di,2,-22.262285232543945,-20.823623657226562,26.226882934570312
macaque,30,4months,rh,wh,io,1,-48.09029006958008,18.015750885009766,10.631529808044434
macaque,30,4months,rh,wh,io,2,-44.899845123291016,20.227998733520508,8.54512882232666
macaque,30,4months,rh,wh,io,3,-42.28834533691406,25.21401596069336,6.488417625427246
macaque,30,4months,rh,wh,io,4,-41.513336181640625,30.92967414855957,6.266234397888184
macaque,30,4months,rh,wh,io,5,-40.88143539428711,37.11878204345703,5.53795862197876
macaque,30,4months,rh,wh,io,6,-37.737510681152344,42.64657211303711,3.442472457885742
macaque,30,4months,rh,wh,io,7,-33.57674026489258,48.66344451904297,0.3035629987716675
macaque,30,4months,rh,wh,ip,1,-42.23622131347656,-8.038435935974121,19.58330726623535
macaque,30,4months,rh,wh,ip,2,-37.55773162841797,-5.922797203063965,20.544408798217773
macaque,30,4months,rh,wh,ip,3,-31.33922004699707,-2.888213872909546,20.466806411743164
macaque,30,4months,rh,wh,ip,4,-26.351360321044922,1.3927030563354492,20.168432235717773
macaque,30,4months,rh,wh,ip,5,-22.967416763305664,7.003305912017822,17.529170989990234
macaque,30,4months,rh,wh,ip,6,-19.169536590576172,11.654458045959473,18.763267517089844
macaque,30,4months,rh,wh,ip,7,-16.312488555908203,15.077676773071289,18.97188377380371
macaque,30,4months,rh,wh,ip,8,-14.91683292388916,20.705432891845703,18.249792098999023
macaque,30,4months,rh,wh,ip,9,-14.76255989074707,28.06487464904785,17.326250076293945
macaque,30,4months,rh,wh,ip,10,-15.566317558288574,34.686119079589844,20.969383239746094
macaque,30,4months,rh,wh,ip,11,-20.346302032470703,40.26310348510742,27.210220336914062
macaque,30,4months,rh,wh,la,1,-10.009430885314941,-13.340381622314453,-15.371550559997559
macaque,30,4months,rh,wh,la,2,-28.882797241210938,-13.879753112792969,-18.04113006591797
macaque,30,4months,rh,wh,la,3,-34.33770751953125,-14.889039039611816,-12.891498565673828
macaque,30,4months,rh,wh,la,4,-32.71778869628906,-3.651118755340576,-6.670184135437012
macaque,30,4months,rh,wh,la,5,-32.03347396850586,1.5639007091522217,1.4718668460845947
macaque,30,4months,rh,wh,la,6,-31.347896575927734,1.432570219039917,5.936620235443115
macaque,30,4months,rh,wh,la,7,-27.82630729675293,1.9409667253494263,10.367666244506836
macaque,30,4months,rh,wh,la,8,-27.432863235473633,5.282080173492432,14.523829460144043
macaque,30,4months,rh,wh,la,9,-29.42479705810547,8.66152572631836,17.30691146850586
macaque,30,4months,rh,wh,la,10,-32.99543380737305,10.889212608337402,21.750041961669922
macaque,30,4months,rh,wh,la,11,-35.01862335205078,12.63979721069336,25.935100555419922
macaque,30,4months,rh,wh,lu,1,-47.87246322631836,26.811349868774414,7.571193695068359
macaque,30,4months,rh,wh,lu,2,-43.05891036987305,29.197248458862305,10.040337562561035
macaque,30,4months,rh,wh,lu,3,-37.9163703918457,31.869611740112305,13.107635498046875
macaque,30,4months,rh,wh,lu,4,-33.074310302734375,36.12024688720703,17.282197952270508
macaque,30,4months,rh,wh,lu,5,-29.584733963012695,39.4751091003418,18.41974449157715
macaque,30,4months,rh,wh,lu,6,-24.72368812561035,41.9071159362793,22.5463809967041
macaque,30,4months,rh,wh,lu,7,-20.45992660522461,40.42636489868164,27.233016967773438
macaque,30,4months,rh,wh,of,1,-15.27023696899414,-46.066410064697266,-6.371621608734131
macaque,30,4months,rh,wh,of,2,-14.871002197265625,-42.14697265625,-5.469313144683838
macaque,30,4months,rh,wh,of,3,-14.359282493591309,-37.44050979614258,-5.183236598968506
macaque,30,4months,rh,wh,of,4,-13.959247589111328,-32.91072463989258,-7.278020858764648
macaque,30,4months,rh,wh,po,1,-13.763866424560547,47.284584045410156,11.94912338256836
macaque,30,4months,rh,wh,po,2,-20.929645538330078,46.457672119140625,14.600127220153809
macaque,30,4months,rh,wh,po,3,-22.775333404541016,43.77642059326172,18.44243621826172
macaque,30,4months,rh,wh,po,4,-19.725967407226562,41.415592193603516,23.427743911743164
macaque,30,4months,rh,wh,po,5,-20.61524200439453,40.30202102661133,27.23478889465332
macaque,30,4months,rh,wh,pr,1,-15.8893404006958,-50.90385818481445,-3.2997140884399414
macaque,30,4months,rh,wh,pr,2,-18.003232955932617,-45.3779296875,-2.5711467266082764
macaque,30,4months,rh,wh,pr,3,-20.19063377380371,-41.037925720214844,-0.041286252439022064
macaque,30,4months,rh,wh,pr,4,-22.20234489440918,-37.31099319458008,2.9956865310668945
macaque,30,4months,rh,wh,pr,5,-25.192354202270508,-34.64591979980469,5.575817108154297
macaque,30,4months,rh,wh,pr,6,-31.60393714904785,-31.82813262939453,9.78451919555664
macaque,30,4months,rh,wh,st,1,-29.077701568603516,-10.870272636413574,-22.2197322845459
macaque,30,4months,rh,wh,st,2,-31.31706428527832,-6.106791973114014,-17.342220306396484
macaque,30,4months,rh,wh,st,3,-33.24232482910156,-0.25375449657440186,-12.336609840393066
macaque,30,4months,rh,wh,st,4,-33.83546829223633,5.266664028167725,-6.8013505935668945
macaque,30,4months,rh,wh,st,5,-33.53300857543945,8.736139297485352,0.5929592251777649
macaque,30,4months,rh,wh,st,6,-32.40647506713867,11.058904647827148,6.7160797119140625
macaque,30,4months,rh,wh,st,7,-28.905895233154297,16.7496337890625,12.171767234802246
macaque,30,4months,rh,wh,st,8,-24.539962768554688,19.018264770507812,16.44904899597168
macaque,30,4months,rh,wh,st,9,-22.466365814208984,22.304851531982422,24.313600540161133
macaque,30,4months,rh,wh,st,10,-22.629838943481445,27.828584671020508,31.312583923339844
macaque,31,13months,lh,pi,arc,1,19.776126861572266,-44.065486907958984,32.973941802978516
macaque,31,13months,lh,pi,arc,2,23.612028121948242,-38.01020812988281,33.730857849121094
macaque,31,13months,lh,pi,arc,3,29.303035736083984,-32.43860626220703,33.630653381347656
macaque,31,13months,lh,pi,arc,4,35.04441833496094,-29.524248123168945,30.495582580566406
macaque,31,13months,lh,pi,arc,5,39.77676773071289,-33.9998664855957,24.309892654418945
macaque,31,13months,lh,pi,arc,6,40.2134895324707,-37.33962631225586,17.790861129760742
macaque,31,13months,lh,pi,arc,7,41.88482666015625,-41.666160583496094,10.069783210754395
macaque,31,13months,lh,pi,arc,8,42.27162170410156,-42.945556640625,-0.7072423100471497
macaque,31,13months,lh,pi,arc,9,39.98155975341797,-45.47224807739258,-5.139390468597412
macaque,31,13months,lh,pi,cb,1,1.0139236450195312,51.09487533569336,-10.910529136657715
macaque,31,13months,lh,pi,cb,2,15.88335132598877,49.3221549987793,-13.28137493133545
macaque,31,13months,lh,pi,cb,3,32.076690673828125,43.91303253173828,-12.683602333068848
macaque,31,13months,lh,pi,cb,4,39.048744201660156,36.82966232299805,-12.181501388549805
macaque,31,13months,lh,pi,cb,5,40.1756591796875,26.406982421875,-10.076870918273926
macaque,31,13months,lh,pi,cb,6,35.745147705078125,19.53064727783203,-14.792693138122559
macaque,31,13months,lh,pi,cb,7,28.1250057220459,12.144689559936523,-15.538979530334473
macaque,31,13months,lh,pi,cb,8,19.365942001342773,8.337884902954102,-19.928142547607422
macaque,31,13months,lh,pi,cb,9,12.126970291137695,15.70026683807373,-25.063644409179688
macaque,31,13months,lh,pi,ce,1,1.9793957471847534,-5.877764701843262,52.52810287475586
macaque,31,13months,lh,pi,ce,2,8.88244915008545,-4.457037925720215,52.16828155517578
macaque,31,13months,lh,pi,ce,3,14.275714874267578,-5.1704277992248535,48.99700927734375
macaque,31,13months,lh,pi,ce,4,18.729141235351562,-9.866600036621094,47.40718460083008
macaque,31,13months,lh,pi,ce,5,29.20256805419922,-15.465320587158203,43.06732940673828
macaque,31,13months,lh,pi,ce,6,37.6968994140625,-19.972440719604492,36.246238708496094
macaque,31,13months,lh,pi,ce,7,45.322608947753906,-23.690900802612305,24.571826934814453
macaque,31,13months,lh,pi,ce,8,50.04434585571289,-23.383432388305664,17.659090042114258
macaque,31,13months,lh,pi,di,1,19.751401901245117,-25.299379348754883,41.83961868286133
macaque,31,13months,lh,pi,di,2,15.981483459472656,-22.063329696655273,43.44437026977539
macaque,31,13months,lh,pi,io,1,53.19194030761719,14.738632202148438,15.037690162658691
macaque,31,13months,lh,pi,io,2,53.132259368896484,15.980924606323242,10.030120849609375
macaque,31,13months,lh,pi,io,3,52.494197845458984,18.35869026184082,4.320840358734131
macaque,31,13months,lh,pi,io,4,50.710296630859375,25.8568058013916,0.22459213435649872
macaque,31,13months,lh,pi,io,5,47.17018127441406,33.2244873046875,-2.520277261734009
macaque,31,13months,lh,pi,io,6,42.2512321472168,40.745113372802734,-5.358222007751465
macaque,31,13months,lh,pi,io,7,35.651832580566406,45.92878723144531,-7.641097545623779
macaque,31,13months,lh,pi,ip,1,44.96466064453125,-12.348155975341797,32.52720642089844
macaque,31,13months,lh,pi,ip,2,43.630130767822266,-7.574835300445557,34.987361907958984
macaque,31,13months,lh,pi,ip,3,38.70086669921875,-3.8989505767822266,39.91716384887695
macaque,31,13months,lh,pi,ip,4,32.82765579223633,3.3778083324432373,43.72446823120117
macaque,31,13months,lh,pi,ip,5,26.116317749023438,12.199193000793457,47.89482116699219
macaque,31,13months,lh,pi,ip,6,19.3302059173584,20.668304443359375,49.45859909057617
macaque,31,13months,lh,pi,ip,7,15.174646377563477,26.665477752685547,50.05825424194336
macaque,31,13months,lh,pi,ip,8,12.475532531738281,32.804176330566406,47.8941535949707
macaque,31,13months,lh,pi,ip,9,13.044862747192383,35.19087219238281,46.57050704956055
macaque,31,13months,lh,pi,la,1,6.020608901977539,-21.795589447021484,-10.215229988098145
macaque,31,13months,lh,pi,la,2,16.467525482177734,-28.004648208618164,-12.957479476928711
macaque,31,13months,lh,pi,la,3,29.861465454101562,-36.7418327331543,-13.628783226013184
macaque,31,13months,lh,pi,la,4,41.294639587402344,-36.114688873291016,-10.847102165222168
macaque,31,13months,lh,pi,la,5,47.90193176269531,-31.43841552734375,-5.332494258880615
macaque,31,13months,lh,pi,la,6,49.93838882446289,-26.306947708129883,0.2896159887313843
macaque,31,13months,lh,pi,la,7,53.75643539428711,-15.918806076049805,7.418309688568115
macaque,31,13months,lh,pi,la,8,53.566009521484375,-9.302879333496094,13.912508964538574
macaque,31,13months,lh,pi,la,9,51.73366165161133,-3.9970641136169434,20.42860984802246
macaque,31,13months,lh,pi,la,10,48.98765182495117,2.799107789993286,27.527179718017578
macaque,31,13months,lh,pi,la,11,45.714683532714844,8.757556915283203,30.927934646606445
macaque,31,13months,lh,pi,la,12,43.25908660888672,18.085195541381836,32.95850372314453
macaque,31,13months,lh,pi,lu,1,52.37590789794922,22.618804931640625,14.107527732849121
macaque,31,13months,lh,pi,lu,2,50.83576583862305,24.677440643310547,21.158653259277344
macaque,31,13months,lh,pi,lu,3,45.50772476196289,29.207002639770508,27.642894744873047
macaque,31,13months,lh,pi,lu,4,40.70973587036133,32.37540054321289,33.699222564697266
macaque,31,13months,lh,pi,lu,5,35.62544250488281,34.73335266113281,36.907188415527344
macaque,31,13months,lh,pi,lu,6,27.580413818359375,36.657928466796875,41.360328674316406
macaque,31,13months,lh,pi,lu,7,18.57413101196289,36.77584457397461,45.33650588989258
macaque,31,13months,lh,pi,lu,8,12.827080726623535,35.580936431884766,46.80450439453125
macaque,31,13months,lh,pi,of,1,7.494359970092773,-60.33198547363281,-4.683060646057129
macaque,31,13months,lh,pi,of,2,10.060769081115723,-54.67807388305664,-0.6150162816047668
macaque,31,13months,lh,pi,of,3,11.625786781311035,-48.29270935058594,0.4343818128108978
macaque,31,13months,lh,pi,of,4,10.537260055541992,-42.6290168762207,-2.4972517490386963
macaque,31,13months,lh,pi,of,5,9.216853141784668,-36.52693557739258,-8.205578804016113
macaque,31,13months,lh,pi,po,1,0.8159245848655701,39.7319221496582,45.142452239990234
macaque,31,13months,lh,pi,po,2,5.6409783363342285,36.09046936035156,46.461639404296875
macaque,31,13months,lh,pi,po,3,12.89716625213623,35.20545196533203,46.552978515625
macaque,31,13months,lh,pi,pr,1,11.751755714416504,-69.8522720336914,5.0030694007873535
macaque,31,13months,lh,pi,pr,2,17.660018920898438,-68.048095703125,7.579025745391846
macaque,31,13months,lh,pi,pr,3,21.214082717895508,-65.6518325805664,13.256834983825684
macaque,31,13months,lh,pi,pr,4,24.403200149536133,-61.376983642578125,18.01323890686035
macaque,31,13months,lh,pi,pr,5,29.22393798828125,-52.38825225830078,21.355548858642578
macaque,31,13months,lh,pi,pr,6,32.72704315185547,-42.93374252319336,23.914827346801758
macaque,31,13months,lh,pi,pr,7,32.57508087158203,-37.8108024597168,27.1556453704834
macaque,31,13months,lh,pi,st,1,27.396717071533203,-27.125980377197266,-32.40913391113281
macaque,31,13months,lh,pi,st,2,31.332090377807617,-25.45240020751953,-28.642412185668945
macaque,31,13months,lh,pi,st,3,38.636478424072266,-23.62952423095703,-23.621553421020508
macaque,31,13months,lh,pi,st,4,45.14119338989258,-20.57390594482422,-18.258010864257812
macaque,31,13months,lh,pi,st,5,49.6874885559082,-15.202105522155762,-11.972893714904785
macaque,31,13months,lh,pi,st,6,52.5933952331543,-8.42715835571289,-4.1834516525268555
macaque,31,13months,lh,pi,st,7,54.333396911621094,-3.028380870819092,3.189147472381592
macaque,31,13months,lh,pi,st,8,53.89363479614258,4.3633294105529785,13.08702564239502
macaque,31,13months,lh,pi,st,9,51.680233001708984,8.691893577575684,22.838481903076172
macaque,31,13months,lh,pi,st,10,45.938106536865234,15.892181396484375,29.90132713317871
macaque,31,13months,lh,pi,st,11,43.01203155517578,21.348257064819336,33.37760543823242
macaque,31,13months,lh,pi,st,12,39.247501373291016,23.31032371520996,37.774322509765625
macaque,31,13months,lh,pi,st,13,34.71976852416992,23.276033401489258,40.70889663696289
macaque,31,13months,lh,pi,st,14,28.909982681274414,25.16799545288086,44.436553955078125
macaque,31,13months,lh,pi,st,15,22.7852840423584,28.14853858947754,46.99831771850586
macaque,31,13months,lh,pi,st,16,19.40106964111328,31.138870239257812,47.673797607421875
macaque,31,13months,lh,wh,arc,1,14.803244590759277,-44.11248016357422,28.623077392578125
macaque,31,13months,lh,wh,arc,2,14.498461723327637,-37.26405334472656,24.18071174621582
macaque,31,13months,lh,wh,arc,3,16.723403930664062,-28.077470779418945,23.097646713256836
macaque,31,13months,lh,wh,arc,4,21.797483444213867,-25.83045768737793,18.627756118774414
macaque,31,13months,lh,wh,arc,5,25.0669002532959,-31.048757553100586,13.277009010314941
macaque,31,13months,lh,wh,arc,6,27.540119171142578,-37.33618927001953,8.263981819152832
macaque,31,13months,lh,wh,arc,7,31.306074142456055,-40.1981086730957,3.668306827545166
macaque,31,13months,lh,wh,ca,1,27.01483917236328,13.024232864379883,6.389354705810547
macaque,31,13months,lh,wh,ca,2,27.814085006713867,18.17485809326172,9.008037567138672
macaque,31,13months,lh,wh,ca,3,29.452865600585938,23.086076736450195,11.056772232055664
macaque,31,13months,lh,wh,ca,4,32.29806137084961,30.674957275390625,11.819679260253906
macaque,31,13months,lh,wh,ca,5,30.250497817993164,46.822486877441406,18.963666915893555
macaque,31,13months,lh,wh,ca,6,26.359838485717773,50.18316650390625,19.26571273803711
macaque,31,13months,lh,wh,ca,7,18.473636627197266,53.01987838745117,19.503135681152344
macaque,31,13months,lh,wh,ca,8,13.687954902648926,54.388710021972656,19.535810470581055
macaque,31,13months,lh,wh,ca,9,6.072319030761719,54.00002670288086,18.261533737182617
macaque,31,13months,lh,wh,ce,1,7.429315567016602,-0.8519711494445801,44.324684143066406
macaque,31,13months,lh,wh,ce,2,11.145493507385254,-1.993356704711914,38.591773986816406
macaque,31,13months,lh,wh,ce,3,17.09695053100586,-5.701915264129639,34.713157653808594
macaque,31,13months,lh,wh,ce,4,23.575960159301758,-8.50346851348877,30.007537841796875
macaque,31,13months,lh,wh,ce,5,27.6893367767334,-9.848990440368652,25.637285232543945
macaque,31,13months,lh,wh,ce,6,33.89485549926758,-14.332935333251953,20.969322204589844
macaque,31,13months,lh,wh,ce,7,38.3630485534668,-17.971843719482422,17.0657958984375
macaque,31,13months,lh,wh,ce,8,43.47653579711914,-20.010087966918945,13.006265640258789
macaque,31,13months,lh,wh,ci,1,11.047242164611816,14.6442289352417,46.45643615722656
macaque,31,13months,lh,wh,ci,2,14.180079460144043,9.725924491882324,43.42755126953125
macaque,31,13months,lh,wh,ci,3,15.159097671508789,5.87617826461792,37.8870735168457
macaque,31,13months,lh,wh,ci,4,14.890885353088379,2.12841796875,31.34028434753418
macaque,31,13months,lh,wh,ci,5,13.282614707946777,-5.4288763999938965,29.9912109375
macaque,31,13months,lh,wh,ci,6,13.172609329223633,-12.942481994628906,29.8413028717041
macaque,31,13months,lh,wh,ci,7,12.069857597351074,-21.592864990234375,29.66183853149414
macaque,31,13months,lh,wh,ci,8,11.10609245300293,-28.13542938232422,28.64585304260254
macaque,31,13months,lh,wh,ci,9,10.265373229980469,-36.02527618408203,23.063356399536133
macaque,31,13months,lh,wh,ci,10,12.626296043395996,-45.825828552246094,20.028751373291016
macaque,31,13months,lh,wh,ci,11,10.164572715759277,-52.27210998535156,16.470266342163086
macaque,31,13months,lh,wh,ci,12,8.178893089294434,-57.000587463378906,13.18298625946045
macaque,31,13months,lh,wh,co,1,6.368037700653076,13.300854682922363,13.049806594848633
macaque,31,13months,lh,wh,co,2,4.648061752319336,12.643400192260742,15.929056167602539
macaque,31,13months,lh,wh,co,3,4.094202995300293,7.518824577331543,18.800216674804688
macaque,31,13months,lh,wh,co,4,2.8748362064361572,-3.48762583732605,21.763412475585938
macaque,31,13months,lh,wh,co,5,2.2434215545654297,-14.373476028442383,22.174842834472656
macaque,31,13months,lh,wh,co,6,1.7471563816070557,-26.956727981567383,21.22352409362793
macaque,31,13months,lh,wh,co,7,1.157201886177063,-38.63010787963867,19.4575138092041
macaque,31,13months,lh,wh,co,8,1.8916312456130981,-43.82225799560547,17.027854919433594
macaque,31,13months,lh,wh,co,9,1.8643916845321655,-42.70175552368164,11.628073692321777
macaque,31,13months,lh,wh,co,10,1.8890047073364258,-38.966854095458984,8.10161304473877
macaque,31,13months,lh,wh,co,11,2.235219955444336,-34.62144470214844,6.134005546569824
macaque,31,13months,lh,wh,di,1,16.874984741210938,-24.34507942199707,35.19118881225586
macaque,31,13months,lh,wh,di,2,14.92250919342041,-20.353097915649414,35.47030258178711
macaque,31,13months,lh,wh,di,3,14.261653900146484,-18.305212020874023,38.06778335571289
macaque,31,13months,lh,wh,io,1,45.825538635253906,14.480039596557617,14.034061431884766
macaque,31,13months,lh,wh,io,2,43.20118713378906,17.36294174194336,11.564515113830566
macaque,31,13months,lh,wh,io,3,39.19929122924805,23.541717529296875,11.164613723754883
macaque,31,13months,lh,wh,io,4,37.54195785522461,30.710399627685547,10.828768730163574
macaque,31,13months,lh,wh,io,5,34.44821548461914,38.70005798339844,9.63829231262207
macaque,31,13months,lh,wh,io,6,30.70009422302246,44.47857666015625,7.905799865722656
macaque,31,13months,lh,wh,io,7,26.911890029907227,48.913944244384766,6.001147747039795
macaque,31,13months,lh,wh,io,8,21.61935043334961,52.26769256591797,3.966895580291748
macaque,31,13months,lh,wh,ip,1,40.54689025878906,-8.490320205688477,25.804311752319336
macaque,31,13months,lh,wh,ip,2,34.71533966064453,-5.330898284912109,26.19057846069336
macaque,31,13months,lh,wh,ip,3,28.755449295043945,-1.9729996919631958,27.335432052612305
macaque,31,13months,lh,wh,ip,4,24.333908081054688,2.5238265991210938,28.11996078491211
macaque,31,13months,lh,wh,ip,5,19.118844985961914,7.261731147766113,25.9698543548584
macaque,31,13months,lh,wh,ip,6,12.94530200958252,11.503443717956543,24.919126510620117
macaque,31,13months,lh,wh,ip,7,10.494135856628418,17.367450714111328,24.822784423828125
macaque,31,13months,lh,wh,ip,8,10.728424072265625,23.361289978027344,22.664894104003906
macaque,31,13months,lh,wh,ip,9,12.155475616455078,29.90374183654785,24.104726791381836
macaque,31,13months,lh,wh,ip,10,15.911210060119629,36.764286041259766,33.240177154541016
macaque,31,13months,lh,wh,la,1,6.246867656707764,-17.83232879638672,-10.149857521057129
macaque,31,13months,lh,wh,la,2,25.690317153930664,-24.316125869750977,-6.9326982498168945
macaque,31,13months,lh,wh,la,3,30.394329071044922,-22.17650604248047,-3.0354671478271484
macaque,31,13months,lh,wh,la,4,28.812591552734375,-9.994135856628418,-0.7686766982078552
macaque,31,13months,lh,wh,la,5,26.11019515991211,-1.7916817665100098,7.814055919647217
macaque,31,13months,lh,wh,la,6,26.26790428161621,0.23813915252685547,13.801946640014648
macaque,31,13months,lh,wh,la,7,24.77756690979004,3.3335366249084473,18.842811584472656
macaque,31,13months,lh,wh,la,8,26.236000061035156,7.506625652313232,23.043209075927734
macaque,31,13months,lh,wh,la,9,30.11607551574707,11.497456550598145,27.207950592041016
macaque,31,13months,lh,wh,la,10,32.51107406616211,14.44416618347168,30.02457046508789
macaque,31,13months,lh,wh,lu,1,46.04771041870117,23.813945770263672,11.312603950500488
macaque,31,13months,lh,wh,lu,2,40.980018615722656,26.942445755004883,13.237526893615723
macaque,31,13months,lh,wh,lu,3,35.44906997680664,32.296142578125,17.60576820373535
macaque,31,13months,lh,wh,lu,4,29.3038272857666,37.48741149902344,20.342294692993164
macaque,31,13months,lh,wh,lu,5,23.5284481048584,41.35837936401367,22.729537963867188
macaque,31,13months,lh,wh,lu,6,20.133535385131836,42.75019836425781,27.79067611694336
macaque,31,13months,lh,wh,lu,7,18.896013259887695,39.066871643066406,32.91718292236328
macaque,31,13months,lh,wh,lu,8,15.795598983764648,36.71693801879883,33.08795166015625
macaque,31,13months,lh,wh,of,1,6.9250874519348145,-56.79686737060547,4.570646286010742
macaque,31,13months,lh,wh,of,2,7.083906650543213,-52.143524169921875,6.3110246658325195
macaque,31,13months,lh,wh,of,3,7.1503095626831055,-47.066490173339844,7.7241902351379395
macaque,31,13months,lh,wh,of,4,7.2825236320495605,-42.24620056152344,7.189430236816406
macaque,31,13months,lh,wh,of,5,7.911423683166504,-38.24358367919922,4.025793552398682
macaque,31,13months,lh,wh,of,6,8.46192741394043,-35.144371032714844,0.7099776864051819
macaque,31,13months,lh,wh,po,1,10.193775177001953,43.1729621887207,15.655956268310547
macaque,31,13months,lh,wh,po,2,15.244278907775879,42.530338287353516,19.398761749267578
macaque,31,13months,lh,wh,po,3,16.54811668395996,40.05258560180664,22.815767288208008
macaque,31,13months,lh,wh,po,4,16.120006561279297,37.70460891723633,28.642654418945312
macaque,31,13months,lh,wh,po,5,15.964045524597168,36.86671829223633,33.10602569580078
macaque,31,13months,lh,wh,pr,1,10.202558517456055,-57.45484924316406,8.285127639770508
macaque,31,13months,lh,wh,pr,2,12.21492862701416,-53.71986770629883,12.647627830505371
macaque,31,13months,lh,wh,pr,3,14.149724006652832,-46.87126922607422,15.540815353393555
macaque,31,13months,lh,wh,pr,4,18.581947326660156,-40.4932975769043,16.335411071777344
macaque,31,13months,lh,wh,pr,5,22.281879425048828,-37.02446746826172,19.71860122680664
macaque,31,13months,lh,wh,pr,6,26.79441261291504,-35.07659912109375,23.15845489501953
macaque,31,13months,lh,wh,st,1,27.111873626708984,-20.17039680480957,-17.51995277404785
macaque,31,13months,lh,wh,st,2,28.214698791503906,-16.291868209838867,-12.916620254516602
macaque,31,13months,lh,wh,st,3,29.969741821289062,-9.252631187438965,-8.731599807739258
macaque,31,13months,lh,wh,st,4,30.1633358001709,-1.937709927558899,-2.5039639472961426
macaque,31,13months,lh,wh,st,5,29.12441062927246,3.359768867492676,3.9001176357269287
macaque,31,13months,lh,wh,st,6,30.54482650756836,7.092401504516602,9.97957706451416
macaque,31,13months,lh,wh,st,7,27.00510025024414,10.196489334106445,13.77690601348877
macaque,31,13months,lh,wh,st,8,23.669612884521484,13.680318832397461,17.974166870117188
macaque,31,13months,lh,wh,st,9,20.160987854003906,15.683238983154297,23.035564422607422
macaque,31,13months,lh,wh,st,10,18.5013370513916,19.41242218017578,29.303991317749023
macaque,31,13months,lh,wh,st,11,17.25699806213379,22.95756721496582,33.50305938720703
macaque,31,13months,lh,wh,st,12,17.313077926635742,27.585657119750977,39.0997428894043
macaque,31,13months,central,pi,fl,1,-0.9355359673500061,-6.330913066864014,52.20341110229492
macaque,31,13months,central,pi,fl,2,-0.5289936661720276,-13.748431205749512,51.40409469604492
macaque,31,13months,central,pi,fl,3,-2.1566147804260254,-20.283418655395508,49.5764045715332
macaque,31,13months,central,pi,fl,4,-2.4931540489196777,-31.02678108215332,46.10688018798828
macaque,31,13months,central,pi,fl,5,-2.573596477508545,-42.43059539794922,39.818538665771484
macaque,31,13months,central,pi,fl,6,-3.1408815383911133,-49.44069290161133,35.020511627197266
macaque,31,13months,central,pi,fl,7,-3.5428497791290283,-58.41636657714844,28.311187744140625
macaque,31,13months,central,pi,fl,8,-1.6918656826019287,-62.93754959106445,23.402549743652344
macaque,31,13months,central,pi,fl,9,-1.1691986322402954,-68.80494689941406,16.678152084350586
macaque,31,13months,central,pi,fl,10,-1.4179385900497437,-72.95263671875,8.687039375305176
macaque,31,13months,central,pi,fl,11,-2.0719716548919678,-73.00655364990234,-1.3841832876205444
macaque,31,13months,central,pi,ol,1,-1.2145639657974243,55.157718658447266,-3.475054979324341
macaque,31,13months,central,pi,ol,2,-1.9053688049316406,60.198028564453125,9.951096534729004
macaque,31,13months,central,pi,ol,3,-0.6263039112091064,59.74943923950195,18.48000144958496
macaque,31,13months,central,pi,ol,4,-0.6603105664253235,55.03386688232422,30.58036994934082
macaque,31,13months,central,pi,ol,5,0.014475321397185326,51.67451095581055,37.83058547973633
macaque,31,13months,central,pi,ol,6,1.3400019407272339,38.65488815307617,45.61820602416992
macaque,31,13months,central,pi,ol,7,1.75657320022583,35.73566818237305,46.8311882019043
macaque,31,13months,central,pi,pl,1,1.688570499420166,35.6076774597168,46.902549743652344
macaque,31,13months,central,pi,pl,2,-1.54704749584198,28.37798500061035,50.30068588256836
macaque,31,13months,central,pi,pl,3,-0.7349822521209717,16.968181610107422,52.53605270385742
macaque,31,13months,central,pi,pl,4,-1.4062657356262207,7.190762042999268,54.67156982421875
macaque,31,13months,central,pi,pl,5,-0.2394586056470871,0.19444358348846436,54.263099670410156
macaque,31,13months,central,pi,pl,6,-0.9122584462165833,-5.925102233886719,52.27263259887695
